Company,SIC,IndustryClassification,Industry,FiscalYearEnd,FiscalYear,Date,Assets,StockholdersEquity,Revenue,NetIncome,ProfitMargin
"PENSKE AUTOMOTIVE GROUP, INC.",5500,Automative Dealers & Service Stations,Retail Trade,1231,2021,12/31/2021,13464600000,4070000000,25554700000,1187800000,0.0465
"PENSKE AUTOMOTIVE GROUP, INC.",5500,Automative Dealers & Service Stations,Retail Trade,1231,2020,12/31/2020,13247200000,3302500000,20443900000,543600000,0.0266
CERUS CORP,3841,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,197748000,52650000,186797000,-37489000,-0.2007
CERUS CORP,3841,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,218092000,67610000,188315000,-42779000,-0.2272
CERUS CORP,3841,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,237499000,84619000,159518000,-54374000,-0.3409
CERUS CORP,3841,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,221415000,103806000,114249000,-59857000,-0.5239
UNIVERSAL CORP /VA/,5150,Wholesale Trade – Nondurable Goods,Wholesale Trade,331,2023,3/31/2024,2937239000,1437207000,2721644000,119598000,0.0439
UNIVERSAL CORP /VA/,5150,Wholesale Trade – Nondurable Goods,Wholesale Trade,331,2022,3/31/2023,2639182000,1397088000,2549818000,124052000,0.0487
UNIVERSAL CORP /VA/,5150,Wholesale Trade – Nondurable Goods,Wholesale Trade,331,2021,3/31/2022,2586345000,1340543000,2091150000,86577000,0.0414
UNIVERSAL CORP /VA/,5150,Wholesale Trade – Nondurable Goods,Wholesale Trade,331,2020,3/31/2021,2341924000,1307299000,1965463000,87410000,0.0445
IRON MOUNTAIN INC,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,17473802000,211648000,5480289000,184234000,0.0336
IRON MOUNTAIN INC,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,16140514000,636668000,5103574000,556981000,0.1091
IRON MOUNTAIN INC,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,14450031000,855952000,4491531000,450219000,0.1002
IRON MOUNTAIN INC,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,14149267000,1136729000,4147270000,342693000,0.0826
DXP ENTERPRISES INC,5084,Wholesale Trade – Durable Goods,Wholesale Trade,1231,2023,12/31/2023,1177436000,380879000,1678600000,68812000,0.0410
DXP ENTERPRISES INC,5084,Wholesale Trade – Durable Goods,Wholesale Trade,1231,2022,12/31/2022,1037280000,365392000,1480832000,48155000,0.0325
DXP ENTERPRISES INC,5084,Wholesale Trade – Durable Goods,Wholesale Trade,1231,2021,12/31/2021,906192000,358639000,1113921000,16496000,0.0148
DXP ENTERPRISES INC,5084,Wholesale Trade – Durable Goods,Wholesale Trade,1231,2020,12/31/2020,851861000,347068000,1005266000,-28726000,-0.0286
UNITED NATURAL FOODS INC,5141,Wholesale Trade – Nondurable Goods,Wholesale Trade,731,2023,7/31/2023,7394000000,1743000000,30272000000,24000000,0.0008
UNITED NATURAL FOODS INC,5141,Wholesale Trade – Nondurable Goods,Wholesale Trade,731,2022,7/31/2022,7628000000,1791000000,28928000000,248000000,0.0086
UNITED NATURAL FOODS INC,5141,Wholesale Trade – Nondurable Goods,Wholesale Trade,731,2021,7/31/2021,7525000000,1515000000,26950000000,149000000,0.0055
TRIUMPH GROUP INC,3720,Transportation Equipment,Manufacturing,331,2023,3/31/2024,1686270000,-104414000,1192043000,512384000,0.4298
TRIUMPH GROUP INC,3720,Transportation Equipment,Manufacturing,331,2022,3/31/2023,1714844000,-797396000,1379128000,89593000,0.0650
TRIUMPH GROUP INC,3720,Transportation Equipment,Manufacturing,331,2021,3/31/2022,1761166000,-787423000,1459942000,-42758000,-0.0293
TRIUMPH GROUP INC,3720,Transportation Equipment,Manufacturing,331,2020,3/31/2021,2450935000,-818853000,1869719000,-450910000,-0.2412
"NU SKIN ENTERPRISES, INC.",5122,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2023,12/31/2023,1806463000,821968000,1969131000,8595000,0.0044
"NU SKIN ENTERPRISES, INC.",5122,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2022,12/31/2022,1820970000,897296000,2225659000,104778000,0.0471
"NU SKIN ENTERPRISES, INC.",5122,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2021,12/31/2021,1906480000,912772000,2695669000,147266000,0.0546
"NU SKIN ENTERPRISES, INC.",5122,Wholesale Trade – Nondurable Goods,Wholesale Trade,1231,2020,12/31/2020,1957076000,894271000,2581934000,191355000,0.0741
OGE ENERGY CORP.,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2023,12/31/2023,12790700000,4511600000,2674300000,416800000,0.1559
NOV INC.,3533,Industrial Machinery & Equipment,Manufacturing,1231,2023,12/31/2023,11294000000,6168000000,8583000000,993000000,0.1157
NOV INC.,3533,Industrial Machinery & Equipment,Manufacturing,1231,2022,12/31/2022,10135000000,5096000000,7237000000,155000000,0.0214
NOV INC.,3533,Industrial Machinery & Equipment,Manufacturing,1231,2021,12/31/2021,9550000000,4997000000,5524000000,-250000000,-0.0453
NOV INC.,3533,Industrial Machinery & Equipment,Manufacturing,1231,2020,12/31/2020,9929000000,5210000000,6090000000,-2542000000,-0.4174
QUEST DIAGNOSTICS INC,8071,Health Services,Services,1231,2023,12/31/2023,14022000000,6307000000,9252000000,854000000,0.0923
QUEST DIAGNOSTICS INC,8071,Health Services,Services,1231,2022,12/31/2022,12837000000,5893000000,9883000000,946000000,0.0957
QUEST DIAGNOSTICS INC,8071,Health Services,Services,1231,2021,12/31/2021,13611000000,6444000000,10788000000,1995000000,0.1849
QUEST DIAGNOSTICS INC,8071,Health Services,Services,1231,2020,12/31/2020,14026000000,6759000000,9437000000,1431000000,0.1516
UNIVEST FINANCIAL CORP,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,7122421000,773794000,0,91801000,
UNIVEST FINANCIAL CORP,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,6336496000,692472000,0,46916000,
EPLUS INC,5045,Wholesale Trade – Durable Goods,Wholesale Trade,331,2023,3/31/2024,1653469000,901779000,2225302000,115776000,0.0520
EPLUS INC,5045,Wholesale Trade – Durable Goods,Wholesale Trade,331,2022,3/31/2023,1414826000,782265000,2067718000,119356000,0.0577
EPLUS INC,5045,Wholesale Trade – Durable Goods,Wholesale Trade,331,2021,3/31/2022,1166203000,660738000,1821019000,105600000,0.0580
EPLUS INC,5045,Wholesale Trade – Durable Goods,Wholesale Trade,331,2020,3/31/2021,1076775000,562410000,1568323000,74397000,0.0474
INSEEGO CORP.,3669,Electronic & Other Electric Equipment,Manufacturing,1231,2021,12/31/2021,215843000,-24854000,262399000,-48125000,-0.1834
INSEEGO CORP.,3669,Electronic & Other Electric Equipment,Manufacturing,1231,2020,12/31/2020,227394000,-27808000,313832000,-111215000,-0.3544
STEEL DYNAMICS INC,3312,Primary Metal Industries,Manufacturing,1231,2023,12/31/2023,14908420000,8866666000,18795316000,2450882000,0.1304
STEEL DYNAMICS INC,3312,Primary Metal Industries,Manufacturing,1231,2022,12/31/2022,14159984000,8130357000,22260774000,3862674000,0.1735
STEEL DYNAMICS INC,3312,Primary Metal Industries,Manufacturing,1231,2021,12/31/2021,12531234000,6304641000,18408850000,3214066000,0.1746
STEEL DYNAMICS INC,3312,Primary Metal Industries,Manufacturing,1231,2020,12/31/2020,9265562000,4345164000,9601482000,550822000,0.0574
ANI PHARMACEUTICALS INC,2834,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,904422000,432749000,486816000,18779000,0.0386
ANI PHARMACEUTICALS INC,2834,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,760087000,313690000,316385000,-47896000,-0.1514
ANI PHARMACEUTICALS INC,2834,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,771598000,333890000,216136000,-42603000,-0.1971
ANI PHARMACEUTICALS INC,2834,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,461190000,195700000,208475000,-22548000,-0.1082
LITHIA MOTORS INC,5500,Automative Dealers & Service Stations,Retail Trade,1231,2023,12/31/2023,19632500000,6213900000,31042300000,1000800000,0.0322
LITHIA MOTORS INC,5500,Automative Dealers & Service Stations,Retail Trade,1231,2022,12/31/2022,15006600000,5206200000,28187800000,1251000000,0.0444
LITHIA MOTORS INC,5500,Automative Dealers & Service Stations,Retail Trade,1231,2021,12/31/2021,11146900000,4626400000,22831700000,1060100000,0.0464
LITHIA MOTORS INC,5500,Automative Dealers & Service Stations,Retail Trade,1231,2020,12/31/2020,7902100000,2661500000,13124300000,470300000,0.0358
"FORRESTER RESEARCH, INC.",8700,Engineering & Management Services,Services,1231,2023,12/31/2023,564174000,240265000,480779000,3050000,0.0063
"FORRESTER RESEARCH, INC.",8700,Engineering & Management Services,Services,1231,2022,12/31/2022,608438000,221656000,537787000,21806000,0.0405
"FORRESTER RESEARCH, INC.",8700,Engineering & Management Services,Services,1231,2021,12/31/2021,680129000,203907000,494315000,24844000,0.0503
"FORRESTER RESEARCH, INC.",8700,Engineering & Management Services,Services,1231,2020,12/31/2020,644218000,185766000,448984000,9990000,0.0223
"SIMULATIONS PLUS, INC.",7373,Business Services,Services,831,2023,8/31/2023,186101000,170029000,59577000,9961000,0.1672
"SIMULATIONS PLUS, INC.",7373,Business Services,Services,831,2022,8/31/2022,188382000,178248000,53906000,12483000,0.2316
8X8 INC /DE/,7374,Business Services,Services,331,2023,3/31/2024,755979000,101958000,728705000,-67592000,-0.0928
8X8 INC /DE/,7374,Business Services,Services,331,2022,3/31/2023,841810000,99906000,743938000,-73143000,-0.0983
8X8 INC /DE/,7374,Business Services,Services,331,2021,3/31/2022,910268000,182366000,638130000,-175383000,-0.2748
8X8 INC /DE/,7374,Business Services,Services,331,2020,3/31/2021,678409000,160504000,532344000,-165585000,-0.3110
COTY INC.,2844,Chemical & Allied Products,Manufacturing,630,2024,6/30/2024,12082500000,3827100000,6118000000,89400000,0.0146
COTY INC.,2844,Chemical & Allied Products,Manufacturing,630,2023,6/30/2023,12661600000,3811100000,5554100000,508200000,0.0915
COTY INC.,2844,Chemical & Allied Products,Manufacturing,630,2022,6/30/2022,12116100000,3154500000,5304400000,259500000,0.0489
COTY INC.,2844,Chemical & Allied Products,Manufacturing,630,2021,6/30/2021,13691400000,2860700000,4629900000,-201300000,-0.0435
"ROCKWELL AUTOMATION, INC",3829,Instruments & Related Products,Manufacturing,930,2023,9/30/2023,11304000000,3561600000,9058000000,1387400000,0.1532
"ROCKWELL AUTOMATION, INC",3829,Instruments & Related Products,Manufacturing,930,2022,9/30/2022,10758700000,2725600000,7760400000,932200000,0.1201
"ROCKWELL AUTOMATION, INC",3829,Instruments & Related Products,Manufacturing,930,2021,9/30/2021,10701600000,2389600000,6997400000,1358100000,0.1941
TENNECO INC,3714,Transportation Equipment,Manufacturing,1231,2021,12/31/2021,11622000000,85000000,18035000000,35000000,0.0019
TENNECO INC,3714,Transportation Equipment,Manufacturing,1231,2020,12/31/2020,11852000000,-119000000,15379000000,-1521000000,-0.0989
"HELIOS TECHNOLOGIES, INC.",3490,Fabricated Metal Products,Manufacturing,1231,2023,12/31/2023,1590400000,854600000,835600000,37500000,0.0449
"HELIOS TECHNOLOGIES, INC.",3490,Fabricated Metal Products,Manufacturing,1231,2022,12/31/2022,1463700000,794900000,885400000,98400000,0.1111
"HELIOS TECHNOLOGIES, INC.",3490,Fabricated Metal Products,Manufacturing,1231,2021,12/31/2021,1415346000,708963000,869185000,104596000,0.1203
"HELIOS TECHNOLOGIES, INC.",3490,Fabricated Metal Products,Manufacturing,1231,2020,12/31/2020,1296979000,607790000,523040000,14218000,0.0272
W. P. CAREY INC.,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,17976783000,8700435000,1741358000,708334000,0.4068
W. P. CAREY INC.,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,18102035000,8993646000,1479086000,599139000,0.4051
W. P. CAREY INC.,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,15480630000,7581785000,1331524000,409988000,0.3079
W. P. CAREY INC.,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,14707636000,6876713000,1209319000,455359000,0.3765
EARTHSTONE ENERGY INC,1311,Oil & Gas Extraction,Mining,1231,2022,12/31/2022,3937401000,1639314000,1695154000,452485000,0.2669
EARTHSTONE ENERGY INC,1311,Oil & Gas Extraction,Mining,1231,2021,12/31/2021,1556367000,558494000,419643000,35484000,0.0846
KILROY REALTY CORP,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,11401045000,5428161000,1129694000,212241000,0.1879
KILROY REALTY CORP,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,10796987000,5437047000,1096987000,232615000,0.2120
KILROY REALTY CORP,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,10583397000,5440060000,955040000,628144000,0.6577
KILROY REALTY CORP,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,10000708000,5029943000,898397000,187105000,0.2083
VALMONT INDUSTRIES INC,3440,Fabricated Metal Products,Manufacturing,1231,2023,12/31/2023,3477448000,1354280000,4174598000,150849000,0.0361
VALMONT INDUSTRIES INC,3440,Fabricated Metal Products,Manufacturing,1231,2022,12/31/2022,3556996000,1580847000,4345250000,250863000,0.0577
VALMONT INDUSTRIES INC,3440,Fabricated Metal Products,Manufacturing,1231,2021,12/31/2021,3447249000,1386847000,3501575000,195630000,0.0559
VALMONT INDUSTRIES INC,3440,Fabricated Metal Products,Manufacturing,1231,2020,12/31/2020,2953160000,1182062000,2895355000,140693000,0.0486
VSE CORP,8711,Engineering & Management Services,Services,1231,2023,12/31/2023,1350338000,616725000,860488000,39134000,0.0455
VSE CORP,8711,Engineering & Management Services,Services,1231,2022,12/31/2022,999789000,449526000,949762000,28059000,0.0295
VSE CORP,8711,Engineering & Management Services,Services,1231,2021,12/31/2021,918558000,417333000,750853000,7966000,0.0106
VSE CORP,8711,Engineering & Management Services,Services,1231,2020,12/31/2020,780081000,356317000,661659000,-5171000,-0.0078
TACTILE SYSTEMS TECHNOLOGY INC,3841,Instruments & Related Products,Manufacturing,1231,2023,12/31/2023,281438000,193642000,274423000,28515000,0.1039
TACTILE SYSTEMS TECHNOLOGY INC,3841,Instruments & Related Products,Manufacturing,1231,2022,12/31/2022,254996000,121400000,246785000,-17866000,-0.0724
TACTILE SYSTEMS TECHNOLOGY INC,3841,Instruments & Related Products,Manufacturing,1231,2021,12/31/2021,244270000,128227000,208057000,-11811000,-0.0568
TACTILE SYSTEMS TECHNOLOGY INC,3841,Instruments & Related Products,Manufacturing,1231,2020,12/31/2020,174087000,124750000,187130000,-620000,-0.0033
DYNAVAX TECHNOLOGIES CORP,2834,Chemical & Allied Products,Manufacturing,1231,2023,12/31/2023,997096000,622072000,232284000,-6389000,-0.0275
DYNAVAX TECHNOLOGIES CORP,2834,Chemical & Allied Products,Manufacturing,1231,2022,12/31/2022,985850000,581013000,722683000,293156000,0.4056
DYNAVAX TECHNOLOGIES CORP,2834,Chemical & Allied Products,Manufacturing,1231,2021,12/31/2021,1039246000,222374000,439442000,76713000,0.1746
DYNAVAX TECHNOLOGIES CORP,2834,Chemical & Allied Products,Manufacturing,1231,2020,12/31/2020,353272000,58693000,46551000,-75240000,-1.6163
"EURONET WORLDWIDE, INC.",6099,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,5894400000,1249900000,3688000000,279700000,0.0758
"EURONET WORLDWIDE, INC.",6099,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,5403633000,1244583000,3358741000,230994000,0.0688
"EURONET WORLDWIDE, INC.",6099,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,4744276000,1255481000,2995443000,70727000,0.0236
"EURONET WORLDWIDE, INC.",6099,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2020,12/31/2020,4926711000,1445622000,2482700000,-3399000,-0.0014
URSTADT BIDDLE PROPERTIES INC,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1031,2022,10/31/2022,997326000,574302000,143103000,39704000,0.2775
URSTADT BIDDLE PROPERTIES INC,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1031,2021,10/31/2021,973852000,575904000,135581000,47283000,0.3487
URSTADT BIDDLE PROPERTIES INC,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1031,2020,10/31/2020,1010179000,571071000,126745000,22183000,0.1750
OFG BANCORP,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,11344453000,1193480000,0,181872000,
OFG BANCORP,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2022,12/31/2022,9818780000,1042406000,0,166239000,
OFG BANCORP,6022,Depository Institutions,"Finance, Insurance, & Real Estate",1231,2021,12/31/2021,9899720000,1069160000,0,146151000,
"STARTEK, INC.",7363,Business Services,Services,1231,2021,12/31/2021,642475000,195304000,703633000,1500000,0.0021
"STARTEK, INC.",7363,Business Services,Services,1231,2020,12/31/2020,604653000,196276000,640222000,-38985000,-0.0609
GROUP 1 AUTOMOTIVE INC,5500,Automative Dealers & Service Stations,Retail Trade,1231,2023,12/31/2023,7774100000,2674400000,17873700000,601600000,0.0337
GROUP 1 AUTOMOTIVE INC,5500,Automative Dealers & Service Stations,Retail Trade,1231,2022,12/31/2022,6717500000,2237500000,16222100000,751500000,0.0463
GROUP 1 AUTOMOTIVE INC,5500,Automative Dealers & Service Stations,Retail Trade,1231,2021,12/31/2021,5749400000,1825200000,13481900000,552100000,0.0410
GROUP 1 AUTOMOTIVE INC,5500,Automative Dealers & Service Stations,Retail Trade,1231,2020,12/31/2020,5089400000,1449600000,10851800000,286500000,0.0264
FIRSTENERGY CORP,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2023,12/31/2023,48767000000,10437000000,12870000000,1102000000,0.0856
FIRSTENERGY CORP,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2022,12/31/2022,46108000000,10166000000,12459000000,406000000,0.0326
FIRSTENERGY CORP,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2021,12/31/2021,45432000000,8675000000,11132000000,1283000000,0.1153
FIRSTENERGY CORP,4911,"Electric, Gas, & Sanitary Services",Transportation & Public Utilities,1231,2020,12/31/2020,44464000000,7237000000,10790000000,1079000000,0.1000
FRANKLIN STREET PROPERTIES CORP /MA/,6798,Holding & Other Investment Offices,"Finance, Insurance, & Real Estate",1231,2023,12/31/2023,1169330000,712805000,145707000,-48110000,-0.3302
